Root File,File Name,Total Groups
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-51-4_24.70,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-37-47_24.66,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-19-25_24.66,18
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-57-16_24.82,24
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-1-14_24.70,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-33-30_24.97,8
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-24-53_24.64,52
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-55-18_24.69,8
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-29-48_24.78,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-33-52_24.77,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-39-55_24.81,3
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-26-33_24.65,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-56-30_24.77,9
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-46-54_24.65,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-50-54_24.94,4
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-31-38_24.69,11
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-31-48_24.79,39
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-31-42_24.68,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-3-55_24.98,26
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-12-22_24.84,3
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-56-9_24.60,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-19-52_24.93,32
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-30-17_25.0,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-15-36_24.81,15
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-4-18_24.75,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-58-41_24.99,7
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-6-32_24.87,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-8-22_24.75,1
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-23-34_24.62,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-58-13_24.78,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-2-14_24.83,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-34-21_24.99,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-35-52_24.80,41
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-27-59_24.91,20
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-47-23_24.95,7
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-3-3_24.65,10
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-24-39_24.75,10
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-50-25_24.80,23
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-52-20_24.89,14
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-2-16_24.76,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-40-48_24.64,2
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-41-55_24.58,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-38-44_24.93,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-7-24_24.81,31
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-32-19_24.99,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-30-58_24.64,53
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-17-24_24.61,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-32-39_24.89,9
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-14-39_24.86,16
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-47-0_24.74,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-37-3_24.64,38
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-55-7_24.72,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-45-54_24.69,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-14-45_24.65,11
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-36-42_24.91,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-43-38_25.0,16
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-9-21_24.70,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-27-25_24.97,20
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-20-36_24.74,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-25-36_24.68,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-55-2_24.61,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-58-25_24.87,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-53-12_24.81,6
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-50-3_24.57,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-43-53_24.75,7
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-19-38_24.74,8
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-20-44_24.86,43
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-5-6_24.95,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-19-18_24.97,8
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-5-17_24.69,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__11-12-23_24.84,34
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-39-35_24.98,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-13-13_24.95,7
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-41-2_24.84,12
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-39-57_24.78,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-1-19_24.80,44
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-13-34_24.81,31
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-31-45_24.62,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-29-7_24.98,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-20-29_24.89,12
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-37-47_24.75,12
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-41-7_24.66,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-0-27_24.90,10
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-56-23_24.90,10
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-34-41_24.89,2
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-1-1_24.64,35
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-9-30_24.81,8
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-28-43_24.72,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-59-52_24.99,32
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-36-51_24.75,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-51-15_24.69,5
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-34-42_24.63,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-13-20_24.62,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-46-51_24.93,1
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-48-1_24.58,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-25-45_24.80,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-21-54_24.93,8
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-33-47_24.60,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-46-2_24.76,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-6-20_24.76,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-11-45_24.93,2
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-9-11_24.66,30
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-21-19_24.98,13
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-34-4_24.91,19
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-42-11_24.91,30
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-57-33_24.98,11
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__11-24-42_24.89,9
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-40-9_24.91,10
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-32-2_24.92,33
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-41-59_24.78,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-28-57_24.64,55
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-10-23_24.75,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-43-3_24.82,36
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-58-6_24.66,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-40-55_24.72,13
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-11-11_24.96,6
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-58-32_24.75,9
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-50-35_24.99,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-4-30_24.90,6
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-12-54_25.0,16
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-0-43_24.99,11
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-23-2_24.97,13
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-7-42_24.94,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-34-10_24.69,8
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-1-36_24.98,10
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-56-4_24.65,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-40-46_24.91,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-51-10_24.83,25
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-5-23_24.82,26
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-17-16_24.96,9
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-11-14_24.66,15
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-55-48_24.98,27
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-3-25_24.71,16
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-23-35_24.69,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-30-53_24.83,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-48-23_24.84,49
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-50-58_24.61,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-53-0_24.62,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-29-47_24.79,25
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-43-52_24.67,1
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-56-6_24.78,36
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-59-12_24.74,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-15-35_24.75,17
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-24-12_24.98,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-26-41_24.75,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-52-36_24.98,4
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-0-33_24.72,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-57-50_24.99,6
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-30-38_24.65,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-3-21_24.81,22
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-36-58_24.82,14
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-0-14_24.77,2
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-27-33_24.69,17
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-24-31_24.65,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-32-48_24.72,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-18-59_24.96,21
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-47-56_24.68,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-6-13_24.64,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-43-8_24.66,18
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-17-22_24.67,15
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-52-56_24.93,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-4-47_24.99,15
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-54-4_24.75,64
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__11-28-47_24.90,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-22-38_24.76,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-3-16_24.70,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-55-14_24.82,8
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-9-16_24.63,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-35-45_24.68,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-10-17_24.65,1
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-52-2_24.76,12
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-39-49_24.65,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__11-18-30_24.84,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-8-19_24.84,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-19-31_24.68,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-31-50_24.79,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-12-43_24.66,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-18-7_24.98,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-55-30_24.97,11
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-58-11_24.58,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-23-55_24.92,8
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-58-10_24.83,6
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-38-53_24.74,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-52-5_24.82,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-28-35_24.89,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-41-51_24.66,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-43-57_24.60,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-31-9_24.98,14
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-29-43_24.62,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-10-20_24.85,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-24-32_24.89,10
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-36-6_24.92,5
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-27-38_24.61,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-37-55_24.78,4
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-36-23_24.99,8
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-59-1_24.94,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-47-7_24.82,24
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-30-37_24.90,4
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-44-49_24.92,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-10-35_24.85,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-16-41_24.89,5
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-18-25_24.65,2
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-45-59_24.63,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-44-29_24.99,7
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__11-30-49_24.91,9
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-30-45_24.72,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-38-15_24.84,4
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-54-9_24.77,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-49-13_24.67,54
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-27-6_24.97,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-18-48_24.65,23
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-2-35_24.71,14
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-47-57_24.75,10
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-12-2_24.98,20
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__11-26-45_24.87,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-6-48_25.0,11
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-2-28_24.87,9
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-33-41_24.72,15
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-49-58_24.66,1
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-21-32_24.62,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-26-55_24.62,31
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-17-37_24.76,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-54-22_24.91,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-53-28_24.96,1
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-5-5_24.64,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-42-28_24.99,7
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-6-17_24.83,6
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-23-43_24.79,1
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-54-7_24.58,3
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-22-29_24.64,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-53-47_24.98,12
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-37-33_24.98,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-1-2_24.93,4
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-3-10_24.62,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-3-38_24.95,17
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-46-31_25.0,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-33-11_24.96,10
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-54-57_24.94,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-19-27_24.61,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-0-12_24.82,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-38-24_25.0,4
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-56-40_24.98,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-16-57_24.97,27
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-27-45_24.76,4
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-45-10_24.66,14
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-21-27_24.70,17
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-59-17_24.82,22
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-48-2_24.83,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-47-42_25.0,12
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-18-34_24.77,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-21-40_24.76,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-34-50_24.72,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-33-44_24.66,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-11-23_24.69,1
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-44-52_24.62,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-10-52_24.99,12
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-1-53_24.98,46
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-12-37_24.86,4
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-20-50_24.64,67
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-33-0_24.64,34
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-23-21_24.98,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-22-11_24.99,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-49-2_24.72,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-29-40_24.69,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-39-16_24.97,4
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-54-28_24.79,6
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-17-37_24.80,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-52-7_24.78,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-30-1_24.91,6
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-40-17_24.89,20
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-33-50_24.79,40
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-13-33_24.75,10
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-14-21_24.64,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-49-43_24.98,20
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-50-3_24.84,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-25-23_24.96,8
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-42-18_24.87,33
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-53-6_24.72,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-16-32_24.75,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-34-56_24.84,21
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-57-10_24.71,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-44-20_24.89,4
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-5-40_24.95,13
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-36-44_24.64,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-29-36_24.71,8
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-12-19_24.64,1
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-7-14_24.61,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-31-28_24.99,4
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-11-32_24.80,15
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-10-0_24.99,17
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-30-7_23.64,9
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-48-4_24.76,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-13-47_24.94,10
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-7-7_24.64,13
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-5-12_24.62,2
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-25-36_24.60,1
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__11-22-39_24.85,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-59-22_24.70,12
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-8-34_24.87,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-37-53_24.80,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-42-57_24.74,21
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-8-40_24.68,10
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-32-9_24.49,18
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-49-25_24.95,3
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__11-0-10_24.79,28
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-15-14_24.96,4
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__1-39-53_24.60,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-42-50_24.64,0
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-7-8_24.94,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-35-13_24.97,6
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-28-16_24.99,4
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-29-26_24.98,6
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-18-27_24.89,7
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-25-31_24.70,14
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__17-5-57_25.0,17
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-13-25_24.70,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-28-35_24.64,0
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__11-20-34_24.83,2
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-35-43_24.75,14
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-26-34_24.91,10
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-48-16_24.89,6
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__19-50-18_24.89,8
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__20-45-5_24.82,21
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__12-36-13_24.81,8
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-43-58_24.80,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-10-42_24.65,4
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-19-39_24.80,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__14-41-57_24.80,1
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__11-10-21_24.83,54
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__0-48-56_24.64,1
Hidrofono 13 del lado del parto,48000Hz13__26_11_18__10-41-51_24.72,24
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__15-22-30_24.89,5
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__22-12-25_24.74,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__21-56-11_24.78,2
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-54-3_24.66,1
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-57-20_24.68,14
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__13-16-47_24.65,7
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-45-40_24.99,13
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__18-41-18_24.99,3
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__16-3-4_24.93,6
Hidrofono 13 del lado del parto,48000Hz13__25_11_18__23-7-19_24.70,1
